KEY,VALUE
tiled_map_shady_meetup_description,苍林边缘的茂密森林，是避开窥探进行隐秘交易的绝佳场所。
tiled_map_outer_palewoods_name,苍林外围
tiled_map_outer_palewoods_description,苍林边际的密林地带，可见蜿蜒小径通向暗丘村。
tiled_map_the_commons_name,公共林地（苍林外围）
tiled_map_the_commons_description,苍林边缘的林地，有间破旧工棚废弃于此。
tiled_map_the_shed_name,废弃工棚
tiled_map_the_shed_f1_name,废弃工棚（一层）
tiled_map_the_shed_description,腐朽的旧工棚内异响不断，潮湿空气中弥漫着诡异气息。
tiled_map_darkhill_name,暗丘镇
tiled_map_darkhill_description,苍林边缘热闹的小镇，尽管生活艰难却依然充满生机。
tiled_map_lightn_inn_name,莱顿旅店
tiled_map_lightn_inn_description,经过多次改造的舒适旅店，走廊歪斜古怪，多数楼梯通往死路。
tiled_map_daycare_name,托儿所
tiled_map_daycare_description,由魅力非凡但行为古怪的迪亚尔斯玛博格经营的托儿所，看起来顾客寥寥。
tiled_map_alchemist_name,炼金商店
tiled_map_alchemist_description,店内弥漫着怪异药剂的香气与坩埚沸腾声，异常温暖的空气或许源于店主畏寒的习性。
tiled_map_alchemist_basement_name,炼金商店地下室
tiled_map_alchemist_basement_description,加特炼金店的地下室，积尘潮湿，显然店主鲜少到访。
tiled_map_palewoods_south_name,苍林南部
tiled_map_palewoods_south_2_name,苍林南部
tiled_map_palewoods_south_3_name,苍林南部
tiled_map_palewoods_south_4_name,苍林南部
tiled_map_palewoods_south_5_name,苍林南部
tiled_map_palewoods_south_description,苍林腹地。树木愈发茂密，枝叶筑成难以穿透的壁垒。自然之声环绕四周，你时刻感到被注视之感。
tiled_map_sunlit_clearing_f1_name,阳光林间空地 一层
tiled_map_sunlit_clearing_f2_name,阳光林间空地 二层
tiled_map_sunlit_clearing_f3_name,阳光林间空地 三层
tiled_map_sunlit_clearing_f4_name,阳光林间空地 四层
tiled_map_sunlit_clearing_description,苍林中的阳光空地。莫克提及此地留有他导师的气息。
tiled_map_church_name,纯净教堂主殿
tiled_map_church_dungeon_f1_name,纯净教堂 一层
tiled_map_church_dungeon_f2_name,纯净教堂 二层
tiled_map_church_dungeon_f2_5_name,纯净教堂储藏阁楼
tiled_map_church_dungeon_f3_name,纯净教堂 三层
tiled_map_church_dungeon_f4_name,纯净教堂 四层
tiled_map_church_description,纯净教团教堂。此地曾供奉其他神祇，如今只余自我鞭挞的信仰。
tiled_map_the_hive_name,蜂巢
tiled_map_the_hive_description,蜂族领域，深藏于苍林之中。由蜂后<npc_i(honeynalia)>统治。
room_library_forest_name,森林
color_type_black_name,黑色
color_type_positive3_name,积极3
color_type_positive2_name,积极2
color_type_positive1_name,积极1
color_type_neutral_name,中性
color_type_negative1_name,消极1
color_type_negative2_name,消极2
color_type_negative3_name,消极3
color_type_pink_name,粉色
color_type_bright_pink_name,亮粉
color_type_bright_blue_name,蓝色
color_type_grey_name,灰色
color_type_gray_name,灰色
color_type_green_name,绿色
color_type_purple_name,紫色
color_type_orange_name,橙色
color_type_gray30_name,灰30
color_type_grey30_name,灰30
color_type_gray50_name,灰50
color_type_grey50_name,灰50
color_type_gray70_name,灰70
color_type_grey70_name,灰70
color_type_gray80_name,灰80
color_type_grey80_name,灰80
color_type_gray90_name,灰90
color_type_grey90_name,灰90
color_type_gold_name,金色
color_type_bright_gold_name,亮金
color_type_royal_blue_name,皇家蓝
color_type_hot_pink_name,艳粉
color_type_lavender_name,薰衣草紫
color_type_light_pink_name,浅粉
color_type_salmon_name,鲑鱼粉
color_type_lime_name,柠檬绿
color_type_pale_grass_name,淡草绿
color_type_teal_name,青蓝
color_type_bleak_blue_name,暗蓝
color_type_brighter_pink_name,更亮粉
color_type_dirty_orange_name,脏橙
color_type_stain_red_name,污渍红
color_type_neon_purple_name,霓虹紫
color_type_filthy_purple_name,秽紫色
color_type_sea_blue_name,海蓝
color_type_acid_blue_name,酸蓝
color_type_radioactive_green_name,辐射绿
color_type_sublime_yellow_name,崇高黄
color_type_fire_name,火焰
color_type_earth_name,大地
color_type_lust_name,情欲
color_type_entity_name_name,实体名称
color_type_skill_name_name,技能名称
color_type_stat_name_name,属性名称
color_type_resistance_name_name,抗性名称
color_type_quest_name_name,任务名称
color_type_equipment_slot_name_name,装备槽名称
color_type_tiled_map_name_name,地图名称
color_type_player_class_name_name,职业名称
color_type_species_name_name,种族名称
color_type_genitals_name_name,生殖器名称
color_type_genitals_slot_name_name,生殖器槽名称
color_type_skill_tree_name_name,技能树名称
color_type_affliction_name_name,异常状态名称
color_type_armor_set_name_name,护甲套装名称
color_type_scene_animation_set_name_name,场景动画名称
color_type_sex_scene_name_name,性爱场景名称
color_type_ui_message_category_name_name,界面消息分类
color_type_item_category_name_name,物品分类名称
color_type_shop_name_name,
color_type_room_library_name_name,房间库
style_plants_name,植物
style_tint1_name,色调1
style_tint2_name,色调2
style_kobold_name,狗头人
style_werebeast_name,兽化人
style_human_name,人类
style_head1_name,头部1
style_tail1_name,尾部1
style_tail2_name,尾部2
style_chest0_name,无胸
style_chest1_name,普通胸部
style_chest2_name,巨乳
style_chest0_descriptor1,胸部
style_chest1_descriptor1,乳房
style_chest2_descriptor1,豪乳
style_chest0_adjective1,平坦
style_chest1_adjective1,丰满
style_chest2_adjective1,巨大
style_eyes1_name,眼部1
style_eyes2_name,眼部2
style_idle_name,待机
style_blink_name,眨眼
style_angry_name,愤怒
style_shocked_name,震惊
style_penis_none_name,无阴茎
style_penis_default_name,普通阳具
style_littlest_lad,最小号
style_lamia_coilcock,拉米亚螺旋茎
style_vagina_none_name,无阴户
style_vagina_default_name,普通阴部
style_seedslut_cunt,播种淫穴
style_magic_strapon_name,魔法假阳具
style_bussy_of_greater_mpreg_name,高级男孕肛穴
style_tight_safty_anus_name,紧致安全肛
style_extra_stretchy_anus_name,超伸展肛
style_littlest_lad_name,最小号
style_lamia_coilcock_name,拉米亚螺旋茎
style_seedslut_cunt_name,播种淫穴
style_impregnator_strapon,授孕假阳具
style_hair0_name,发型0
style_hair1_name,发型1
style_hair2_name,发型2
style_hair3_name,发型3
style_preggers0_name,未怀孕
style_preggers1_name,怀孕早期
style_preggers2_name,怀孕晚期
style_weapon_left_none_name,左手无武器
style_stick_left_name,木棍
style_throwing_dagger_left_name,飞刀
style_wooden_buckler_name,木制圆盾
style_weapon_right_none_name,右手无武器
style_stick_right_name,木棍
style_shortbow_name,短弓
style_stone_wand_name,石制法杖
style_wood_spear_name,木矛
style_bone_club_name,骨棒
style_bone_halberd_name,骨戟
style_bone_staff_name,骨杖
style_bone_dagger_name,骨制飞刀
style_throwing_dagger_right_name,飞刀
style_spear_name,长矛
style_ruby_wand_name,红宝石法杖
style_halberd_name,戟
style_royal_halberd_name,皇家戟
style_wooden_staff_name,法师法杖
style_underwear_none_name,真空
style_leather_thong_name,皮革丁字裤
style_leather_boxers_name,皮革四角裤
style_royal_string_name,皇家系带
style_bra_none_name,裸胸
style_leather_bra_name,皮革胸罩
style_royal_singlet_name,皇家背心
style_jeans_none_name,无下装
style_royal_slacks_name,皇家裤
style_bone_cuisses_name,骨制腿甲
style_leaf_cuisses_name,叶片腿甲
style_shirt_none_name,无上装
style_royal_robes_name,皇家长袍
style_bone_chestplate_name,骨制胸甲
style_leaf_chestplate_name,叶片胸甲
style_shoes_none_name,无靴
style_royal_boots_name,皇家靴
style_bone_boots_name,骨制靴
style_leaf_boots_name,叶片靴
style_helm_none_name,无头饰
style_royal_crown_name,皇家王冠
style_bone_helm_name,骨制头盔
style_leaf_circlet_name,叶片头环
style_pet_collar_name,宠物项圈
style_fluids_anus_none_name,肛门无体液
style_fluids_privates_none_name,私处无体液
style_fluids_breasts_none_name,胸部无体液
style_fluids_face_none_name,面部无体液
style_fishnet_leggings_name,渔网袜
style_fishnet_top_name,渔网上衣
style_scanties_name,性感内裤
style_fine_leather_headband_name,精致皮革头带
style_fine_leather_collar_name,精致皮革项圈
style_fine_leather_top_name,精致皮革上装
style_fine_leather_chestpiece_name,精致皮革胸甲
style_fine_leather_bra_name,精致皮革胸罩
style_translucent_undershirt_name,透明内衬衣
style_fine_leather_boots_name,精致皮革靴
style_translucent_socks_name,透明短袜
style_fine_leather_panties_name,精致皮革内裤
style_fine_leather_pantslegs_name,精致皮革裤腿
style_fine_leather_skirt_name,精致皮革裙
style_iron_dagger_name,铁匕首
style_iron_rifle_name,铁制步枪
style_iron_longbow_name,铁长弓
style_iron_flintlock_name,铁燧发枪
style_iron_longsword_name,铁长剑
style_iron_handaxe_name,铁手斧
style_iron_shield_name,铁盾
item_trash_heap_name,垃圾堆
item_trash_heap_description,真是一堆破烂！你无法获取它，就算拿到了也毫无用处。
item_leather_boxers_name,皮革四角裤
item_leather_boxers_description,"用薄皮革制成的内裤状衣物。虽然宽松，但至少给""成长""留了空间。"
item_leather_thong_name,皮革丁字裤
item_leather_thong_description,用薄皮革制成的内裤状衣物。布料虽少，但至少不算全裸。
item_leather_bra_name,皮革胸罩
item_leather_bra_description,用薄皮革制成的胸罩状衣物。勉强能遮住胸部。
item_royal_crown_name,皇家王冠
item_royal_crown_description,吉娜薇芙王室礼袍被盗前的组成部分。镶满黄金宝石的华丽王冠。
item_royal_singlet_name,皇家背心
item_royal_singlet_description,吉娜薇芙王室礼袍被盗前的组成部分。蓝缎金线，尽显奢华。
item_royal_string_name,皇家系带
item_royal_string_description,吉娜薇芙王室礼袍被盗前的组成部分。领主最强大的武器——一条不知羞耻的粉色系带。
item_royal_robes_name,皇家长袍
item_royal_robes_description,吉娜薇芙王室礼袍被盗前的组成部分。粉红鎏金的厚重礼服，极尽浮夸。
item_royal_slacks_name,皇家裤
item_royal_slacks_description,吉娜薇芙王室礼袍被盗前的组成部分。金线长裤在光下闪耀，穿着不适但光彩夺目。
item_royal_boots_name,皇家靴
item_royal_boots_description,吉娜薇芙王室礼袍被盗前的组成部分。金边鳞纹长靴，柔软顺滑。
item_magic_strapon_name,魔法假阳具
item_magic_strapon_description,真正的性爱技术革命。能与使用者感官同步，射精时甚至能喷射液体！虽然不会致孕，但这可能是福是祸取决于你的癖好。
item_pet_collar_name,宠物项圈
item_pet_collar_description,带绳皮的简易项圈，适合管教狗狗。
item_bone_helm_name,骨制头盔
item_bone_helm_description,骨制盔甲，坚固但多孔。让你看起来像连环杀手。
item_bone_chestplate_name,骨制胸甲
item_bone_chestplate_description,骨制盔甲，坚固但多孔。让你看起来像连环杀手。
item_bone_cuisses_name,骨制腿甲
item_bone_cuisses_description,骨制盔甲，坚固但多孔。让你看起来像连环杀手。
item_bone_boots_name,骨制靴
item_bone_boots_description,骨制盔甲，坚固但多孔。让你看起来像连环杀手。
item_leaf_circlet_name,叶片头环
item_leaf_circlet_description,枝叶制成的盔甲，穿了约等于没穿。
item_leaf_chestplate_name,叶片胸甲
item_leaf_chestplate_description,枝叶制成的盔甲，穿了约等于没穿。
item_leaf_cuisses_name,叶片腿甲
item_leaf_cuisses_description,枝叶制成的盔甲，穿了约等于没穿。
item_leaf_boots_name,叶片靴
item_leaf_boots_description,枝叶制成的盔甲，穿了约等于没穿。
item_fist_name,拳头
item_fist_description,默认武器的系统条目。
item_stick_name,木棍
item_stick_description,笔直的木棍（嘿嘿）。敲打东西尚可，其他用途糟糕。
item_shortbow_name,短弓
item_shortbow_description,绳索软枝拼凑的弓，可能是你从孩子那偷来的玩具，你这怪物。
item_stone_wand_name,石制法杖
item_stone_wand_description,顶端嵌石的木棍，或许能辅助施法？效果极其有限。
item_wooden_buckler_name,木制圆盾
item_wooden_buckler_description,带把手的木板，运气好或许能挡下攻击。
item_wood_spear_name,木矛
item_wood_spear_description,末端尖锐的长棍，适合戳刺。
item_bone_halberd_name,骨戟
